,"Hole Depth,ft","Rate Of Penetration,ft/hr","Rotary RPM,rev/min","Rotary Torque,in/lb","Weight on Bit,kDaN","Differential Pressure,kPa","Gamma,API","Inclination,degree"
1457,3187,232.69,32.3,14.518,12.0,5087.6,21.75,9.9
1458,3188,241.16,33.53,14.630999999999998,12.2,5274.5,21.75,9.9
1459,3189,247.59,33.53,15.761,12.8,5490.9,19.78,9.9
1460,3190,248.2,31.77,15.93,12.8,5530.1,17.8,9.9
1461,3191,248.93,31.82,15.309,12.6,5708.6,11.87,9.9
1462,3192,240.82,32.3,14.574000000000002,12.3,5277.6,11.87,9.9
1463,3193,233.49,35.29,14.518,12.6,5099.1,11.87,9.9
1464,3194,73.18,60.63,13.332,9.6,3712.7,15.82,9.9
1465,3195,243.7,70.63,16.834,11.7,5987.4,17.8,9.9
1466,3196,244.2,65.83,15.591,11.6,5173.1,35.6,9.9
1467,3197,317.51,61.81,16.721,11.6,6150.9,41.53,9.9
1468,3198,348.97,62.36,17.680999999999994,11.9,6462.4,41.53,9.9
1469,3199,382.82,63.37,18.359,13.4,6792.2,21.75,9.9
1470,3200,383.95,69.23,16.665,13.4,6218.0,17.8,9.9
1471,3201,322.23,61.41,17.23,12.7,6096.9,17.8,9.9
1472,3202,295.89,60.3,15.93,13.2,6258.7,11.87,9.9
1473,3203,286.01,68.0,16.834,13.4,6158.6,11.87,9.9
1474,3204,280.73,69.54,18.472,13.8,6386.6,11.87,9.9
1475,3205,289.14,62.59,18.811,13.7,6249.3,11.87,9.9
1476,3206,282.96,66.75,18.416,13.6,6299.6,11.87,9.9
1477,3207,283.49,73.75,17.23,12.6,6111.5,13.84,9.9
1478,3208,334.01,68.28,16.608,12.2,6508.2,21.75,9.9
1479,3209,356.79,60.8,16.1,12.4,6683.0,21.75,9.9
1480,3210,352.18,70.49,18.416,12.2,6471.5,15.82,9.9
1481,3211,361.82,70.49,18.02,13.1,6960.3,9.89,9.9
1482,3212,365.08,68.67,17.567999999999998,13.2,6566.0,13.84,9.9
1483,3213,352.74,66.02,16.947,12.9,6898.7,9.89,9.9
1484,3214,329.32,65.66,16.439,12.7,6388.5,13.84,10.0
1485,3215,313.36,73.19,16.043,12.5,6153.0,11.87,10.0
1486,3216,274.74,70.71,15.196,11.8,6008.3,15.82,10.0
1487,3217,284.53,65.8,15.478,11.7,6665.9,9.89,10.0
1488,3218,304.63,74.03,16.947,12.3,6470.6,9.89,10.0
1489,3219,330.11,76.13,17.06,12.3,6245.1,11.87,10.0
1490,3220,368.76,70.07,10.507,11.0,5472.7,43.51,10.0
1491,3221,414.19,63.34,17.399,12.9,6401.5,43.51,10.0
1492,3222,421.25,66.86,16.495,12.9,6742.0,21.75,10.0
1493,3223,396.72,78.61,17.794,12.5,6277.9,15.82,10.0
1494,3224,350.71,84.98,17.738,12.6,5802.1,15.82,10.0
1495,3225,278.74,75.29,12.88,12.6,4919.6,15.82,10.0
1496,3226,147.84,66.5,10.959,12.1,3887.7,15.82,10.0
1497,3227,104.41,67.72,10.677,11.4,3597.7,9.89,10.0
1498,3228,101.24,68.5,10.281,12.5,3885.5,17.8,10.0
1499,3229,100.88,69.68,10.394,12.5,3891.6,15.82,10.0
1500,3230,100.3,72.8,11.015,12.3,3933.2,7.91,10.0
1501,3231,118.73,71.24,11.976,12.9,4174.9,11.87,10.0
1502,3232,120.67,71.8,11.524,12.7,4153.1,11.87,10.0
1503,3233,116.58,73.0,11.863,13.6,4092.1,11.87,10.0
1504,3234,118.71,75.09,11.072,14.0,4092.1,11.87,10.0
1505,3235,100.24,74.93,10.959,13.5,3736.9,7.91,10.0
1506,3236,103.8,75.76,11.242,13.9,4104.9,13.84,10.0
1507,3237,121.51,77.33,17.625,13.2,3901.7,17.8,10.0
1508,3245,188.13,72.8,15.083,14.0,5163.0,39.55,10.0
1509,3246,194.8,70.99,14.461,12.5,5068.4,33.62,10.0
1510,3247,193.11,77.35,12.993,13.7,4794.7,43.51,10.0
1511,3248,185.7,75.23,15.365,13.1,5619.6,51.42,10.0
1512,3249,205.32,69.09,16.213,13.0,5308.9,37.57,10.0
1513,3250,213.61,76.57,16.608,12.5,5321.7,39.55,10.0
1514,3251,214.39,72.97,15.365,12.5,5194.3,41.53,10.0
1515,3252,199.66,76.63,15.591,12.9,5013.1,35.6,10.0
1516,3253,227.67,80.82,16.043,12.5,5449.1,51.42,10.0
1517,3254,256.44,68.59,16.947,13.4,5513.2,51.42,10.0
1518,3255,248.36,74.34,16.834,13.4,6009.0,39.55,10.0
1519,3256,273.51,80.15,17.23,13.3,5638.7,49.44,10.0
1520,3257,274.58,69.54,16.156,13.2,5689.6,59.33,10.0
1521,3258,265.48,77.41,16.947,12.9,5965.3,41.53,10.0
1522,3259,271.0,79.48,16.439,15.2,5395.3,27.69,10.0
1523,3260,240.11,67.61,17.851,13.6,6171.8,21.75,10.0
1524,3261,269.92,73.06,17.851,13.3,6071.9,25.71,10.0
1525,3262,266.96,80.98,16.269000000000002,13.7,5389.2,39.55,10.0
1526,3263,185.71,68.59,11.524,14.8,4001.7,31.64,10.0
1527,3264,107.28,68.73,11.863,14.8,4063.3,29.66,10.0
1528,3265,87.94,70.21,11.072,14.4,3740.0,19.78,10.0
1529,3266,102.47,69.54,11.863,15.0,3998.0,11.87,10.0
1530,3267,100.76,73.28,13.953,14.6,4002.8,9.89,10.0
1531,3268,170.62,73.64,14.744000000000002,14.4,5293.4,15.82,10.0
1532,3269,208.66,70.85,15.648,15.3,5315.7,29.66,10.0
1533,3270,216.44,62.34,15.704,15.3,5654.8,41.53,10.0
1534,3271,206.54,67.33,14.744000000000002,14.8,5453.6,45.48,10.0
1535,3272,202.25,59.99,17.964000000000006,13.9,5384.4,11.87,10.0
1536,3273,252.09,67.42,16.382,16.4,5187.1,45.48,10.0
1537,3274,146.38,67.03,18.698,15.3,6034.7,55.37,10.0
1538,3275,268.15,65.32,17.738,14.5,5719.2,49.44,10.0
1539,3276,302.55,64.43,16.834,13.8,5888.5,35.6,10.0
1540,3277,314.93,74.2,18.133,15.1,5499.7,53.39,10.0
1541,3278,268.85,67.11,13.049,16.2,4448.3,41.53,10.0
1542,3279,127.43,64.09,13.671,16.4,4441.0,43.51,10.0
1543,3280,106.53,70.91,11.806,15.2,3833.1,17.8,10.0
1544,3281,129.78,71.46,11.524,16.3,3693.7,13.84,10.0
1545,3282,134.46,70.91,11.863,16.3,3864.8,47.46,10.0
1546,3283,143.84,73.06,11.185,16.0,3924.4,19.78,10.0
1547,3284,131.07,75.04,11.863,16.7,4034.3,31.64,10.0
1548,3285,137.72,73.11,12.258,16.9,4152.6,31.64,10.0
1549,3286,131.26,76.96,11.693,16.2,3902.6,21.75,10.0
1550,3287,121.09,76.74,11.75,17.1,3777.1,21.75,10.0
1551,3288,71.45,74.56,9.829,12.7,3484.4,31.64,10.0
1552,3292,154.7,78.05,16.156,16.4,5150.4,39.55,10.0
1553,3293,205.93,79.98,15.761,16.9,5803.6,41.53,10.0
1554,3294,214.56,71.21,16.834,17.0,5911.9,43.51,10.0
1555,3295,219.56,95.5,23.443,18.0,7598.3,41.53,10.0
1556,3296,219.97,73.78,13.162,18.1,4632.1,13.84,10.0
1557,3297,138.14,74.93,12.145,16.5,4034.3,23.73,10.0
1558,3298,120.27,69.4,12.089,16.2,4175.0,23.73,10.0
1559,3299,120.99,68.59,11.581,16.8,4069.3,21.75,9.6
1560,3300,128.98,71.63,16.665,16.3,5096.9,39.55,9.6
1561,3301,199.27,69.84,16.665,16.1,5593.4,29.66,9.6
1562,3302,200.86,73.22,20.845,16.8,6920.7,29.66,9.6
1563,3303,192.55,71.21,16.043,16.0,6920.7,37.57,9.6
1564,3304,207.06,71.52,16.721,15.9,5916.1,35.6,9.6
1565,3305,210.38,65.66,17.680999999999994,15.2,6019.3,45.48,9.6
1566,3306,227.37,73.17,16.439,16.2,6583.3,33.62,9.6
1567,3307,220.0,63.95,18.529,15.6,6517.2,33.62,9.6
1568,3308,16.03,0.03,3.05,5.3,1769.8,33.62,9.6
1569,3309,42.73,6.42,5.818,6.9,2097.2,37.57,9.6
1570,3310,42.28,3.66,4.915,7.0,1998.4,41.53,9.6
1571,3311,61.3,0.08,6.044,8.4,2493.9,25.71,9.6
1572,3312,51.94,6.84,6.722,8.4,2498.8,25.71,9.6
1573,3314,79.73,6.81,7.231,8.6,2582.8,39.55,9.6
1574,3317,50.58,0.08,7.1179999999999986,11.9,2748.2,29.66,9.6
1575,3318,59.81,0.03,7.683,12.0,3596.4,29.66,9.6
1576,3319,90.98,0.06,9.038,12.3,3709.1,33.62,9.6
1577,3320,99.0,0.03,9.208,10.8,3614.2,39.55,9.6
1578,3321,72.07,0.11,6.609,9.6,2712.8,29.66,9.6
1579,3322,68.79,0.06,6.553,11.1,2966.4,37.57,9.6
1580,3323,71.56,0.08,7.1179999999999986,11.2,3022.6,35.6,9.6
1581,3324,72.61,0.06,5.875,11.2,2626.1,35.6,9.6
1582,3325,52.81,0.08,6.496,11.8,2760.2,29.66,9.6
1583,3326,138.99,0.06,12.654000000000002,12.7,4080.3,45.48,9.6
1584,3328,92.52,0.06,7.683,12.5,3476.5,51.42,9.6
1585,3329,53.18,0.17,6.382999999999999,12.3,2777.2,37.57,9.6
1586,3331,64.77,0.06,7.3439999999999985,12.8,2960.1,21.75,9.6
1587,3332,62.85,0.08,6.835,12.8,3001.5,31.64,9.6
1588,3333,84.08,35.79,10.959,13.6,2803.6,23.73,9.6
1589,3334,104.72,34.45,11.976,15.3,3524.1,25.71,9.6
1590,3335,102.46,35.68,11.919,15.6,3593.5,23.73,9.6
1591,3336,100.53,34.17,12.089,16.0,3500.1,19.78,9.6
1592,3337,90.84,34.17,11.976,15.2,3467.6,23.73,9.6
1593,3338,102.35,36.46,13.784,16.4,4240.2,23.73,9.6
1594,3339,150.63,42.93,19.546,15.7,6003.6,23.73,9.6
1595,3340,160.69,33.0,18.811,16.0,5746.3,23.73,9.6
1596,3341,167.86,35.15,14.857,16.8,5010.0,25.71,9.6
1597,3342,110.48,36.43,18.868,16.2,5762.6,25.71,9.6
1598,3343,154.92,36.12,17.964000000000006,15.5,5265.5,25.71,9.6
1599,3344,148.76,35.31,15.422,15.9,5552.6,19.78,9.6
1600,3345,136.4,33.08,16.326,15.5,5020.3,13.84,9.6
1601,3346,117.75,35.9,14.913,14.8,4640.4,19.78,9.6
1602,3347,112.59,35.65,12.993,15.6,4640.4,17.8,9.6
1603,3348,104.29,34.03,13.784,15.3,3940.6,17.8,9.6
1604,3349,102.27,35.23,14.518,14.9,4434.4,19.78,9.6
1605,3350,118.78,41.71,15.704,15.2,4954.5,11.87,9.6
1606,3351,118.22,35.06,14.744000000000002,15.8,4703.9,11.87,9.6
1607,3352,131.76,37.16,13.671,16.2,4610.6,17.8,9.6
1608,3353,129.57,32.94,13.388,16.3,4298.9,23.73,9.6
1609,3354,113.43,32.41,13.049,16.0,3810.5,25.71,9.6
1610,3355,118.18,31.8,12.541,16.8,4164.8,21.75,9.6
1611,3356,116.24,32.97,12.541,16.9,4006.5,17.8,9.6
1612,3357,109.4,33.14,12.202,16.9,3916.1,19.78,9.6
1613,3358,114.6,32.77,12.767,17.2,4195.5,19.78,9.6
1614,3359,109.4,32.19,12.484000000000002,17.1,4135.5,15.82,9.6
1615,3360,122.43,33.97,12.993,17.7,4490.4,15.82,9.6
1616,3361,129.14,32.19,13.784,17.8,4533.6,17.8,9.6
1617,3362,116.16,32.49,12.936,17.7,4259.4,17.8,9.6
1618,3363,132.5,32.49,13.162,18.3,4281.9,13.84,9.6
1619,3364,131.56,32.61,12.993,18.1,4272.5,17.8,9.6
1620,3365,110.68,33.39,12.88,17.9,4266.4,13.84,9.6
1621,3366,114.26,32.69,13.275,17.8,4291.2,19.78,9.6
1622,3367,132.07,32.69,14.518,18.0,4641.8,27.69,9.6
1623,3368,126.98,32.47,13.558,17.5,4416.7,27.69,9.6
1624,3369,127.56,32.52,13.84,18.2,4204.3,25.71,9.6
1625,3370,115.3,32.21,13.388,17.7,4250.2,19.78,9.6
1626,3371,116.15,31.96,12.145,17.3,4255.7,15.82,9.6
1627,3372,119.69,33.02,13.049,17.3,4374.0,15.82,9.6
1628,3373,137.25,33.16,13.445,17.4,4541.0,11.87,9.6
1629,3374,135.88,31.94,13.162,17.2,4351.5,13.84,9.6
1630,3375,134.46,33.25,13.896,18.2,4350.8,17.8,9.6
1631,3376,154.34,32.24,14.97,17.9,5080.7,17.8,9.6
1632,3377,163.75,32.27,14.8,17.6,5207.1,17.8,9.6
1633,3378,169.59,32.41,14.574000000000002,17.7,5027.7,15.82,9.6
1634,3379,172.48,32.49,15.083,18.0,5027.7,9.89,9.6
1635,3380,159.78,32.41,14.009,17.8,4517.0,15.82,9.6
1636,3381,147.9,31.99,14.009,17.0,4731.3,15.82,9.6
1637,3382,166.91,33.3,14.687,17.2,4912.1,13.84,9.6
1638,3383,159.07,32.47,13.953,17.5,4739.5,15.82,9.6
1639,3384,2.59,25.54,4.067,4.5,278.8,17.8,9.6
1640,3385,17.72,72.27,7.909,8.2,2364.8,15.82,8.6
1641,3386,127.18,74.48,9.151,12.5,2878.2,15.82,8.6
1642,3387,164.28,67.81,12.202,17.0,4176.8,11.87,8.6
1643,3388,164.15,74.37,13.388,17.0,4880.7,15.82,8.6
1644,3389,171.31,71.21,13.445,17.1,4828.6,27.69,8.6
1645,3390,168.87,72.66,14.179,17.6,4765.6,27.69,8.6
1646,3391,150.03,69.01,12.484000000000002,17.6,4543.2,25.71,8.6
1647,3392,143.49,71.69,12.597,16.4,4387.8,23.73,8.6
1648,3393,128.24,71.3,11.524,17.0,4003.5,25.71,8.6
1649,3394,122.08,74.93,11.75,17.4,3821.9,23.73,8.6
1650,3395,132.06,77.08,12.371,16.4,4296.5,29.66,8.6
1651,3396,161.58,84.36,21.862,15.5,5817.6,29.66,8.6
1652,3397,184.16,75.34,16.156,17.0,5338.5,27.69,8.6
1653,3398,169.61,73.39,15.365,16.4,5244.1,25.71,8.6
1654,3399,152.85,76.63,14.179,15.6,4895.6,13.84,8.6
1655,3400,144.75,70.38,15.987,16.1,5434.9,15.82,8.6
1656,3401,196.16,72.97,17.851,16.4,5549.2,23.73,8.6
1657,3402,200.39,71.66,14.123,17.3,5266.6,41.53,8.6
1658,3403,143.97,67.72,13.501,16.8,4519.8,41.53,8.6
1659,3404,144.5,70.6,13.558,17.2,4812.2,33.62,8.6
1660,3405,152.14,66.94,14.574000000000002,17.3,4872.6,41.53,8.6
1661,3406,151.82,69.71,13.445,16.9,4495.0,37.57,8.6
1662,3407,135.97,71.18,12.654000000000002,17.7,4653.8,31.64,8.6
1663,3408,134.38,68.14,13.162,17.9,4605.8,37.57,8.6
1664,3409,125.97,75.87,12.936,17.4,4192.1,33.62,8.6
1665,3410,132.58,77.24,12.315,17.6,4364.4,33.62,8.6
1666,3411,137.75,77.24,12.258,17.9,4495.3,29.66,8.6
1667,3412,146.69,76.41,13.275,17.4,4785.0,43.51,8.6
1668,3413,158.42,70.65,14.348,17.5,4931.5,35.6,8.6
1669,3414,153.29,77.27,13.784,17.6,4509.6,41.53,8.6
1670,3415,150.85,71.77,13.049,17.4,4501.9,41.53,8.6
1671,3416,130.52,77.16,11.863,17.2,4335.5,29.66,8.6
1672,3417,126.24,76.15,13.784,17.1,4295.7,25.71,8.6
1673,3418,174.83,76.1,14.461,17.5,4908.1,37.57,8.6
1674,3419,183.41,76.99,13.896,17.6,4944.6,43.51,8.6
1675,3420,164.84,75.01,13.388,17.5,4849.2,43.51,8.6
1676,3421,164.23,78.39,14.348,18.0,4767.2,33.62,8.6
1677,3422,171.1,77.3,13.501,18.1,4822.4,35.6,8.6
1678,3423,162.41,76.82,15.026,18.0,4385.5,39.55,8.6
1679,3424,177.78,74.53,14.179,17.8,4907.9,41.53,8.6
1680,3425,174.43,75.79,13.784,17.8,4941.9,39.55,8.6
1681,3426,172.9,75.9,13.275,18.7,4242.1,31.64,8.6
1682,3432,134.78,63.56,14.009,17.8,4464.0,29.66,8.6
1683,3433,165.83,66.75,14.97,18.1,4913.7,39.55,8.6
1684,3434,168.24,66.19,14.687,17.8,5057.7,37.57,8.6
1685,3435,159.3,62.87,14.461,17.9,4680.0,39.55,8.6
1686,3436,173.61,67.0,18.359,17.0,5864.6,39.55,8.6
1687,3437,212.28,62.11,21.41,15.9,6421.9,51.42,8.6
1688,3438,250.81,72.58,18.981,17.7,6313.8,25.71,8.6
1689,3439,249.61,76.35,15.761,18.3,5525.1,15.82,8.6
1690,3440,139.92,74.42,14.066,17.5,4949.0,17.8,8.6
1691,3441,120.69,73.17,17.625,16.3,4931.7,17.8,8.6
1692,3442,155.5,77.97,14.744000000000002,16.9,5235.1,17.8,8.6
1693,3443,163.99,77.35,19.32,17.0,7546.6,17.8,8.6
1694,3444,168.77,94.77,22.483,16.2,6740.4,27.69,8.6
1695,3445,188.18,72.69,14.744000000000002,16.9,4966.5,27.69,8.6
1696,3446,127.24,77.1,13.558,17.4,5043.0,11.87,8.6
1697,3447,126.02,76.77,12.541,16.3,4491.5,11.87,8.6
1698,3448,122.45,73.39,11.637,15.6,3969.5,25.71,8.6
1699,3449,133.04,77.1,11.524,16.2,4187.9,25.71,8.6
1700,3450,128.58,80.73,14.179,16.1,4201.5,27.69,8.6
1701,3451,146.37,77.24,13.558,15.8,4434.5,27.69,8.6
1702,3452,167.07,89.55,18.19,16.0,5538.8,35.6,8.6
1703,3453,216.61,84.28,14.236,16.1,5296.3,35.6,8.6
1704,3454,217.99,84.42,14.518,16.3,5190.8,23.73,8.6
1705,3455,187.38,81.88,15.817,15.6,4894.4,23.73,8.6
1706,3456,180.77,81.29,10.903,15.9,3577.1,23.73,8.6
1707,3457,109.99,81.35,10.79,15.9,3389.3,17.8,8.6
1708,3458,108.93,81.51,10.507,14.7,3436.3,17.8,8.6
1709,3459,114.37,79.45,10.845999999999998,15.8,3532.3,23.73,8.6
1710,3460,113.35,81.23,10.79,15.7,3587.0,27.69,8.6
1711,3469,143.4,81.04,13.275,17.5,4230.1,13.84,8.6
1712,3470,183.09,80.84,15.591,17.5,4949.4,15.82,8.6
1713,3471,187.94,78.53,13.896,17.2,4949.4,21.75,8.6
1714,3472,196.16,82.41,13.614,17.6,4605.9,13.84,8.6
1715,3473,196.41,75.6,12.88,17.6,4366.4,11.87,8.6
1716,3474,154.82,76.57,12.541,17.2,4042.7,17.8,8.6
1717,3475,131.19,75.4,11.581,17.9,3896.6,23.73,8.6
1718,3476,139.54,74.59,11.75,18.1,4100.7,29.66,8.6
1719,3477,125.6,80.93,11.693,17.6,4053.9,21.75,8.6
1720,3478,122.67,81.21,11.467,17.8,3838.8,17.8,8.6
1721,3479,63.79,75.96,9.547,16.5,3181.0,19.78,8.6
1722,3480,138.45,79.39,11.354,18.1,4080.9,19.78,8.6
1723,3481,132.92,79.75,11.806,18.2,4174.1,29.66,8.6
1724,3482,129.11,78.47,11.693,17.7,3953.9,29.66,8.6
1725,3483,130.11,76.15,11.806,18.2,4199.7,19.78,8.6
1726,3484,143.79,71.44,19.771,18.2,5174.6,31.64,8.6
1727,3485,144.94,77.55,11.919,17.7,4320.3,31.64,8.3
1728,3486,139.3,95.42,22.765,18.0,6588.3,47.46,8.3
1729,3487,175.24,75.04,11.242,16.5,4568.1,57.35,8.3
1730,3488,186.18,75.32,11.354,18.2,4255.4,53.39,8.3
1731,3489,117.26,70.65,12.032,17.5,4070.2,25.71,8.3
1732,3490,126.13,71.41,21.523000000000003,17.7,6023.6,39.55,8.3
1733,3491,185.84,73.0,13.501,12.5,4658.1,45.48,8.3
1734,3492,229.17,72.25,13.388,12.8,4628.6,49.44,8.3
1735,3493,247.36,65.43,13.727,13.3,5185.4,53.39,8.3
1736,3494,246.56,75.68,13.445,15.3,5070.2,51.42,8.3
1737,3495,241.56,76.74,15.987,15.3,5010.7,39.55,8.3
1738,3496,259.67,65.99,15.761,13.8,5308.7,43.51,8.3
1739,3497,307.96,69.06,15.874,14.4,5347.6,47.46,8.3
1740,3498,283.18,77.55,14.236,14.1,5081.0,41.53,8.3
1741,3499,246.45,62.0,14.574000000000002,14.2,5138.9,45.48,8.3
1742,3500,261.3,84.98,19.32,17.5,5988.3,51.42,8.3
1743,3501,298.33,82.3,18.642,16.8,6813.8,45.48,8.3
1744,3502,350.24,73.67,20.054,17.4,6578.3,43.51,8.3
1745,3503,364.48,65.43,18.642,18.6,6755.6,41.53,8.3
1746,3504,359.06,76.24,19.094,18.4,6354.0,51.42,8.3
1747,3505,276.41,71.41,16.439,17.5,5642.8,45.48,8.3
1748,3506,278.49,65.69,18.359,17.7,6186.1,45.48,8.3
1749,3507,290.37,82.07,18.246,18.0,6394.6,41.53,8.3
1750,3508,278.78,72.36,13.558,18.5,4719.4,39.55,8.3
1751,3509,125.16,72.61,11.75,18.0,4132.3,29.66,8.3
1752,3510,103.74,71.35,10.959,17.1,3714.5,25.71,8.3
1753,3511,105.89,70.63,10.845999999999998,17.4,3952.5,25.71,8.3
1754,3512,107.95,72.75,11.015,17.7,3777.2,13.84,8.3
1755,3513,115.61,75.51,11.242,18.2,4078.6,19.78,8.3
1756,3514,116.16,74.79,10.959,18.1,4117.6,17.8,8.3
1757,3515,129.72,75.23,12.428,17.6,4238.3,25.71,8.3
1758,3516,130.36,76.38,12.654000000000002,18.0,4480.5,31.64,8.3
1759,3517,125.99,76.04,11.637,17.9,4121.2,23.73,8.3
1760,3518,114.75,80.29,13.84,17.6,4700.8,27.69,8.3
1761,3519,117.49,73.0,10.62,18.2,3568.8,17.8,8.3
1762,3520,106.46,71.3,10.507,17.2,3629.5,17.8,8.3
1763,3521,104.71,72.8,11.129,17.4,3857.0,23.73,8.3
1764,3522,125.61,72.8,12.654000000000002,16.9,4338.6,21.75,8.3
1765,3527,127.37,81.01,10.959,17.8,4035.3,19.78,8.3
1766,3528,120.32,81.32,10.677,17.4,3859.2,23.73,8.3
1767,3529,125.21,81.15,11.806,17.9,3865.4,23.73,8.3
1768,3530,126.61,77.1,11.411,18.2,4043.5,19.78,8.3
1769,3531,119.59,80.45,10.959,17.7,3807.2,21.75,8.3
1770,3532,120.97,81.04,11.129,18.0,3897.7,19.78,8.3
1771,3533,126.07,81.07,11.185,18.2,3856.0,17.8,8.3
1772,3534,115.39,81.01,11.242,17.7,3771.3,17.8,8.3
1773,3535,116.0,80.15,10.677,17.9,3890.5,17.8,8.3
1774,3536,116.79,81.46,10.959,18.0,4105.2,21.75,8.3
1775,3537,123.09,81.07,10.903,17.8,3909.6,13.84,8.3
1776,3538,123.61,82.63,11.072,17.7,4021.7,17.8,8.3
1777,3539,124.69,80.56,10.959,17.6,3810.8,15.82,8.3
1778,3540,121.48,80.56,11.072,17.4,3919.1,17.8,8.3
1779,3541,126.3,82.49,11.129,18.0,4140.7,21.75,8.3
1780,3542,130.18,82.83,12.654000000000002,18.0,3948.6,21.75,8.3
1781,3543,144.15,81.32,11.015,18.1,3928.7,15.82,8.3
1782,3544,120.94,82.24,11.185,17.8,3899.3,17.8,8.3
1783,3545,122.12,82.27,10.677,17.8,3935.1,17.8,8.3
1784,3546,113.94,82.24,11.072,17.8,3843.5,17.8,8.3
1785,3547,120.13,80.4,11.298,18.3,3894.4,17.8,8.3
1786,3548,119.49,81.37,11.072,18.0,3751.5,15.82,8.3
1787,3549,110.08,78.39,10.79,17.9,3817.5,15.82,8.3
1788,3550,111.14,81.85,11.015,18.2,3925.1,21.75,8.3
1789,3551,100.69,81.23,10.168,17.8,3489.1,25.71,8.3
1790,3552,120.02,81.12,10.959,17.6,3844.5,21.75,8.3
1791,3553,119.71,79.78,10.79,17.7,3852.8,19.78,8.3
1792,3554,112.17,81.35,10.451,17.5,3830.0,17.8,8.3
1793,3555,114.57,81.46,10.959,18.0,3672.9,13.84,8.3
1794,3556,127.99,82.27,12.371,18.0,4081.1,15.82,8.3
1795,3557,127.73,81.51,10.394,17.9,3737.0,19.78,8.3
1796,3558,112.99,79.7,10.79,18.3,3633.6,15.82,8.3
1797,3559,111.89,81.04,11.185,18.0,3758.9,19.78,8.3
1798,3560,106.54,80.96,11.411,17.9,3664.2,21.75,8.3
1799,3561,114.2,81.35,10.959,18.3,3802.3,21.75,8.3
1800,3562,122.93,87.88,17.23,17.9,4568.6,17.8,8.3
1801,3563,133.69,81.85,10.62,17.8,3700.8,25.71,8.3
1802,3564,113.96,80.7,10.79,18.1,3718.9,19.78,8.3
1803,3565,106.17,81.9,10.507,16.9,3558.0,13.84,8.3
1804,3566,117.45,82.66,11.242,17.9,3560.2,13.84,8.3
1805,3567,111.33,81.09,10.451,17.6,3718.0,21.75,8.3
1806,3568,104.56,80.84,10.281,17.1,3373.0,17.8,8.3
1807,3569,112.54,82.04,10.845999999999998,17.7,3583.7,17.8,8.3
1808,3570,106.44,81.63,10.564,16.9,3257.2,17.8,8.3
1809,3571,120.63,87.07,12.428,18.4,3484.6,17.8,8.3
1810,3572,128.83,80.4,10.733,18.4,3501.3,27.69,8.3
1811,3573,45.34,76.54,10.225,16.0,2864.5,17.8,8.3
1812,3574,120.42,77.77,10.79,17.2,3585.6,17.8,8.3
1813,3575,124.54,68.7,10.845999999999998,17.8,3559.6,17.8,8.3
1814,3576,124.43,77.75,10.959,17.7,3833.4,15.82,8.3
1815,3577,115.31,79.14,11.129,17.6,3877.5,23.73,8.3
1816,3578,119.56,76.24,11.411,18.1,3913.8,21.75,8.3
1817,3579,115.83,79.03,11.411,17.7,3862.0,9.89,8.0
1818,3580,123.45,78.08,11.581,17.9,3928.6,15.82,8.0
1819,3581,124.25,76.85,11.298,18.2,4038.8,19.78,8.0
1820,3582,116.15,78.0,11.015,17.7,3755.2,15.82,8.0
1821,3583,121.53,79.92,11.467,17.7,3869.6,15.82,8.0
1822,3584,142.26,76.32,11.637,18.1,3869.6,13.84,8.0
1823,3585,127.79,80.03,11.524,17.6,3968.0,19.78,8.0
1824,3586,126.44,80.73,11.75,18.1,4200.9,19.78,8.0
1825,3587,130.78,76.57,15.874,18.3,4011.5,19.78,8.0
1826,3588,152.16,94.52,16.721,17.9,4939.4,25.71,8.0
1827,3589,138.1,80.87,15.196,18.1,4405.3,17.8,8.0
1828,3590,123.52,81.85,11.072,18.1,3975.4,13.84,8.0
1829,3591,115.31,82.74,10.677,17.8,3739.2,15.82,8.0
1830,3592,113.06,81.63,10.62,17.8,3735.9,17.8,8.0
1831,3593,120.07,80.09,11.129,18.2,3828.0,13.84,8.0
1832,3594,110.2,81.71,10.564,17.6,3780.8,13.84,8.0
1833,3595,111.73,82.55,10.564,18.1,3840.5,13.84,8.0
1834,3596,111.55,80.37,10.79,18.0,3581.7,15.82,8.0
1835,3597,106.35,80.82,11.015,17.6,3621.5,17.8,8.0
1836,3598,121.92,81.51,11.298,18.1,3872.8,21.75,8.0
1837,3599,114.51,81.6,10.394,17.9,3747.5,21.75,8.0
1838,3600,105.67,80.79,10.733,18.0,3826.2,19.78,8.0
1839,3601,110.58,78.3,10.845999999999998,18.2,3666.4,19.78,8.0
1840,3602,103.4,80.79,10.62,17.7,3642.5,23.73,8.0
1841,3603,114.89,81.43,11.467,18.0,3769.7,21.75,8.0
1842,3604,115.47,80.23,11.185,18.0,3731.2,19.78,8.0
1843,3605,114.83,78.69,12.315,17.6,3733.6,51.42,8.0
1844,3606,149.73,83.19,13.445,18.1,3847.8,47.46,8.0
1845,3607,150.32,76.94,11.411,18.1,4107.0,33.62,8.0
1846,3608,129.4,76.24,11.354,17.5,3788.4,35.6,8.0
1847,3609,128.81,74.65,11.919,18.2,3840.4,29.66,8.0
1848,3610,129.26,77.21,11.581,17.9,4067.7,23.73,8.0
1849,3611,129.61,75.96,11.354,17.8,3730.8,23.73,8.0
