Hole Depth,True Vertical Depth,Rate Of Penetration,Rate Of Penetration,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Inclination,YYYY/MM/DD,HH:MM:SS
263.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
264.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
265.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
266.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
267.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
268.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
269.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
270.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
271.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
272.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
273.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
274.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
275.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
276.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
277.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
278.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
279.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
280.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
281.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
282.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
283.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
284.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
285.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
286.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
287.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
288.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
289.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
290.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
291.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
292.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
293.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
294.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
295.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
296.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2019/10/06,21:01:44
297.0,-999.25,148.69,148.69,30.43,5.988,-0.5,785.4,15.9,2019/10/06,21:02:02
298.0,-999.25,173.23,173.23,30.54,6.157,1.6,1323.2,15.9,2019/10/06,21:02:16
299.0,-999.25,278.40,278.40,30.60,6.157,1.6,1328.9,15.9,2019/10/06,21:02:25
300.0,-999.25,379.37,379.37,30.46,5.875,0.9,1188.3,15.9,2019/10/06,21:02:34
301.0,-999.25,399.81,399.81,30.46,5.254,1.3,1294.5,15.9,2019/10/06,21:02:43
302.0,-999.25,399.89,399.89,30.48,5.028,1.3,1301.3,15.9,2019/10/06,21:02:52
303.0,-999.25,399.41,399.41,30.34,4.350,0.9,1155.9,15.9,2019/10/06,21:03:01
304.0,-999.25,399.93,399.93,30.54,4.180,0.7,1137.0,15.9,2019/10/06,21:03:10
305.0,-999.25,399.82,399.82,30.40,5.028,0.8,1045.4,15.9,2019/10/06,21:03:19
306.0,-999.25,399.58,399.58,30.34,4.576,1.0,1056.6,15.9,2019/10/06,21:03:28
307.0,-999.25,402.15,402.15,30.43,6.101,1.1,1166.2,15.9,2019/10/06,21:03:36
308.0,-999.25,423.70,423.70,30.57,5.197,0.8,1187.8,15.9,2019/10/06,21:03:43
309.0,-999.25,466.42,466.42,30.54,5.084,0.7,1140.2,15.9,2019/10/06,21:03:51
310.0,-999.25,492.76,492.76,30.46,5.367,0.5,1120.4,15.9,2019/10/06,21:03:58
311.0,-999.25,499.13,499.13,30.57,6.892,0.7,1223.4,0.5,2019/10/06,21:04:05
312.0,-999.25,499.34,499.34,30.54,5.931,0.6,1223.4,0.5,2019/10/06,21:04:13
313.0,-999.25,499.35,499.35,30.37,5.931,0.7,1156.7,0.5,2019/10/06,21:04:19
314.0,-999.25,500.34,500.34,30.87,6.157,0.8,1262.1,0.5,2019/10/06,21:04:26
315.0,-999.25,513.06,513.06,30.62,5.931,1.4,1386.6,0.5,2019/10/06,21:04:33
316.0,-999.25,541.34,541.34,30.85,7.231,1.8,1463.5,0.5,2019/10/06,21:04:38
317.0,-999.25,577.09,577.09,30.15,7.400,2.6,1682.7,0.5,2019/10/06,21:04:44
318.0,-999.25,595.93,595.93,30.62,9.151,2.5,1621.2,0.5,2019/10/06,21:04:51
319.0,-999.25,599.31,599.31,30.12,7.965,2.2,1551.2,0.5,2019/10/06,21:04:57
320.0,-999.25,598.81,598.81,30.62,7.118,1.8,1519.5,0.5,2019/10/06,21:05:03
321.0,-999.25,598.89,598.89,30.29,7.683,1.3,1422.8,0.5,2019/10/06,21:05:08
322.0,-999.25,599.73,599.73,30.26,7.852,1.7,1385.2,0.5,2019/10/06,21:05:14
323.0,-999.25,600.60,600.60,30.32,7.965,1.5,1332.6,0.5,2019/10/06,21:05:21
324.0,-999.25,600.54,600.54,30.65,8.135,2.3,1604.8,0.5,2019/10/06,21:05:27
325.0,-999.25,600.10,600.10,30.68,7.852,4.0,1987.8,0.5,2019/10/06,21:05:33
326.0,-999.25,598.43,598.43,30.57,7.570,4.4,2082.2,0.5,2019/10/06,21:05:40
327.0,-999.25,580.16,580.16,30.34,7.344,3.6,2031.1,0.5,2019/10/06,21:05:46
328.0,-999.25,560.26,560.26,30.18,7.231,3.0,1870.8,0.5,2019/10/06,21:05:52
329.0,-999.25,579.87,579.87,30.09,7.005,3.1,1809.8,0.5,2019/10/06,21:05:58
330.0,-999.25,597.69,597.69,30.43,6.496,3.1,1846.3,0.5,2019/10/06,21:06:04
331.0,-999.25,600.17,600.17,30.46,6.440,2.9,1616.6,0.5,2019/10/06,21:06:10
332.0,-999.25,600.05,600.05,30.20,6.327,3.2,1625.5,0.5,2019/10/06,21:06:16
333.0,-999.25,599.87,599.87,30.34,6.892,3.3,1662.3,0.5,2019/10/06,21:06:22
334.0,-999.25,600.13,600.13,30.15,6.948,3.1,1794.1,0.5,2019/10/06,21:06:28
335.0,-999.25,599.82,599.82,30.34,7.005,3.0,1770.8,0.5,2019/10/06,21:06:34
336.0,-999.25,599.75,599.75,30.79,6.553,2.9,1677.5,0.5,2019/10/06,21:06:40
337.0,-999.25,599.62,599.62,30.26,6.722,2.8,1673.2,0.5,2019/10/06,21:06:46
338.0,-999.25,600.11,600.11,30.34,6.440,2.9,1736.5,0.5,2019/10/06,21:06:52
339.0,-999.25,599.98,599.98,30.40,6.666,3.0,1789.7,0.5,2019/10/06,21:06:58
340.0,-999.25,600.64,600.64,30.26,7.400,2.5,1647.3,0.5,2019/10/06,21:07:04
341.0,-999.25,606.30,606.30,30.18,7.061,3.8,1989.8,0.5,2019/10/06,21:07:09
342.0,-999.25,615.50,615.50,30.26,7.061,3.6,1937.3,0.5,2019/10/06,21:07:15
343.0,-999.25,623.13,623.13,30.40,7.965,3.9,2054.3,0.5,2019/10/06,21:07:21
344.0,-999.25,627.73,627.73,30.51,6.948,3.2,1861.4,0.5,2019/10/06,21:07:27
345.0,-999.25,628.46,628.46,30.32,5.931,3.3,1711.9,0.5,2019/10/06,21:07:32
346.0,-999.25,629.58,629.58,30.43,6.383,2.5,1459.8,0.5,2019/10/06,21:07:38
347.0,-999.25,630.03,630.03,30.57,5.988,2.1,1510.1,0.5,2019/10/06,21:07:44
348.0,-999.25,630.17,630.17,30.68,6.327,2.0,1452.9,0.5,2019/10/06,21:07:49
349.0,-999.25,629.83,629.83,30.51,5.649,2.6,1549.6,0.5,2019/10/06,21:07:55
350.0,-999.25,629.69,629.69,30.29,5.197,2.1,1378.6,0.5,2019/10/06,21:08:01
351.0,-999.25,629.69,629.69,30.62,5.818,2.0,1300.9,0.5,2019/10/06,21:08:07
352.0,-999.25,629.46,629.46,30.48,6.101,2.0,1242.8,0.5,2019/10/06,21:08:12
353.0,-999.25,629.38,629.38,30.40,7.344,3.3,1758.0,0.5,2019/10/06,21:08:18
354.0,-999.25,629.06,629.06,30.20,6.666,3.1,1696.8,0.5,2019/10/06,21:08:24
355.0,-999.25,629.80,629.80,30.29,6.553,3.1,1755.4,0.5,2019/10/06,21:08:29
356.0,-999.25,635.48,635.48,30.46,5.875,2.7,1748.0,0.5,2019/10/06,21:08:35
357.0,-999.25,644.55,644.55,30.71,7.626,2.7,1535.2,0.5,2019/10/06,21:08:40
358.0,-999.25,653.65,653.65,30.57,6.101,2.7,1565.6,0.5,2019/10/06,21:08:46
359.0,-999.25,659.38,659.38,30.23,7.174,3.0,1505.6,0.5,2019/10/06,21:08:51
360.0,-999.25,660.78,660.78,30.32,7.005,2.6,1560.8,0.5,2019/10/06,21:08:57
361.0,-999.25,661.14,661.14,30.18,7.965,3.2,1746.3,0.5,2019/10/06,21:09:02
362.0,-999.25,661.32,661.32,30.29,7.683,3.2,1746.3,0.5,2019/10/06,21:09:08
363.0,-999.25,661.19,661.19,30.29,7.457,3.9,1956.4,0.5,2019/10/06,21:09:13
364.0,-999.25,660.40,660.40,30.34,8.361,4.1,2061.1,0.5,2019/10/06,21:09:18
365.0,-999.25,658.54,658.54,30.29,7.796,4.1,2040.1,0.5,2019/10/06,21:09:24
366.0,-999.25,656.30,656.30,30.29,7.796,3.8,1954.6,0.5,2019/10/06,21:09:29
367.0,-999.25,656.16,656.16,30.18,7.626,4.1,1998.9,0.5,2019/10/06,21:09:35
368.0,-999.25,657.02,657.02,30.46,6.440,3.5,1908.3,0.5,2019/10/06,21:09:40
369.0,-999.25,657.80,657.80,30.65,6.666,3.2,1741.1,0.5,2019/10/06,21:09:46
370.0,-999.25,659.09,659.09,30.32,5.931,3.2,1728.0,0.5,2019/10/06,21:09:51
371.0,-999.25,661.39,661.39,30.40,6.157,2.7,1719.0,0.5,2019/10/06,21:09:57
372.0,-999.25,662.18,662.18,30.37,5.988,3.0,1693.8,0.5,2019/10/06,21:10:02
373.0,-999.25,662.23,662.23,30.29,6.496,2.7,1696.7,0.5,2019/10/06,21:10:08
374.0,-999.25,661.02,661.02,30.46,5.931,2.0,1565.9,0.5,2019/10/06,21:10:13
375.0,-999.25,660.53,660.53,30.51,7.118,2.4,1715.6,0.5,2019/10/06,21:10:18
376.0,-999.25,660.41,660.41,30.51,7.570,2.3,1533.3,0.5,2019/10/06,21:10:24
377.0,-999.25,661.12,661.12,30.65,5.818,3.5,1770.9,0.5,2019/10/06,21:10:29
378.0,-999.25,660.89,660.89,30.20,6.892,2.0,1569.9,0.5,2019/10/06,21:10:35
379.0,-999.25,660.52,660.52,30.43,7.513,4.6,1979.6,0.5,2019/10/06,21:10:41
380.0,-999.25,649.30,649.30,30.54,7.457,3.1,1668.8,0.5,2019/10/06,21:10:47
381.0,-999.25,633.80,633.80,30.23,7.965,2.3,1563.4,0.5,2019/10/06,21:10:52
382.0,-999.25,622.47,622.47,30.48,7.118,4.8,1982.6,0.5,2019/10/06,21:10:58
383.0,-999.25,624.93,624.93,30.46,5.593,2.9,1534.4,0.5,2019/10/06,21:11:04
384.0,-999.25,628.94,628.94,30.60,8.248,2.5,1571.9,0.5,2019/10/06,21:11:09
385.0,-999.25,642.04,642.04,30.60,8.417,3.0,1704.2,0.5,2019/10/06,21:11:15
386.0,-999.25,654.45,654.45,30.23,7.287,2.9,1687.3,0.5,2019/10/06,21:11:20
387.0,-999.25,661.14,661.14,30.76,7.287,2.7,1670.8,0.5,2019/10/06,21:11:25
388.0,-999.25,103.87,103.87,30.46,3.672,-2.7,305.6,0.5,2019/10/06,21:18:34
389.0,-999.25,148.66,148.66,30.51,2.937,-2.8,274.1,0.5,2019/10/06,21:18:58
390.0,-999.25,148.75,148.75,30.51,3.559,-2.7,238.7,0.5,2019/10/06,21:19:22
391.0,-999.25,180.03,180.03,30.40,4.915,-1.1,815.4,0.5,2019/10/06,21:19:32
392.0,-999.25,289.59,289.59,30.32,6.383,0.3,1248.8,0.5,2019/10/06,21:19:40
393.0,-999.25,407.30,407.30,30.48,10.846,8.3,2229.2,0.5,2019/10/06,21:19:50
394.0,-999.25,409.77,409.77,30.26,5.197,-0.9,895.6,0.5,2019/10/06,21:19:57
395.0,-999.25,446.70,446.70,30.43,4.519,-1.2,735.1,0.5,2019/10/06,21:20:05
396.0,-999.25,495.72,495.72,30.46,5.197,-1.1,714.3,0.5,2019/10/06,21:20:11
397.0,-999.25,527.85,527.85,30.12,5.084,-1.2,749.1,0.5,2019/10/06,21:20:17
398.0,-999.25,562.92,562.92,30.37,4.915,-0.8,871.9,0.5,2019/10/06,21:20:23
399.0,-999.25,589.99,589.99,30.57,5.367,-0.6,813.4,0.5,2019/10/06,21:20:29
400.0,-999.25,599.86,599.86,30.32,4.689,-0.5,933.7,0.5,2019/10/06,21:20:34
401.0,-999.25,600.48,600.48,30.26,5.197,-0.5,966.4,0.5,2019/10/06,21:20:41
402.0,-999.25,600.22,600.22,30.46,5.423,-0.5,955.5,0.5,2019/10/06,21:20:47
403.0,-999.25,603.78,603.78,30.54,5.593,-0.3,1039.2,0.5,2019/10/06,21:20:52
404.0,-999.25,620.46,620.46,30.40,4.067,-0.8,775.5,0.5,2019/10/06,21:20:57
405.0,-999.25,647.65,647.65,30.29,4.350,-0.9,888.4,0.5,2019/10/06,21:21:02
406.0,-999.25,676.39,676.39,30.09,5.367,-1.2,632.8,0.5,2019/10/06,21:21:07
407.0,-999.25,694.39,694.39,30.54,3.898,-1.9,627.4,0.5,2019/10/06,21:21:13
408.0,-999.25,700.01,700.01,30.26,4.124,-1.9,553.5,0.5,2019/10/06,21:21:18
409.0,-999.25,700.83,700.83,30.40,5.197,-1.2,900.5,0.5,2019/10/06,21:21:23
410.0,-999.25,700.76,700.76,30.37,4.124,-1.3,577.2,0.5,2019/10/06,21:21:28
411.0,-999.25,700.15,700.15,30.18,3.559,-2.0,482.7,0.5,2019/10/06,21:21:33
412.0,-999.25,699.59,699.59,30.40,4.576,-1.3,560.2,0.5,2019/10/06,21:21:38
413.0,-999.25,699.42,699.42,30.29,4.293,-1.7,435.1,0.5,2019/10/06,21:21:43
414.0,-999.25,699.53,699.53,30.51,5.084,-1.7,590.2,0.5,2019/10/06,21:21:48
415.0,-999.25,699.75,699.75,30.32,4.632,-1.8,493.6,0.5,2019/10/06,21:21:53
416.0,-999.25,700.05,700.05,30.48,5.705,0.2,716.7,0.5,2019/10/06,21:21:59
417.0,-999.25,700.91,700.91,30.51,4.745,0.2,1327.7,0.5,2019/10/06,21:22:04
418.0,-999.25,710.84,710.84,30.32,4.350,-1.5,703.4,0.5,2019/10/06,21:22:08
419.0,-999.25,730.74,730.74,30.34,4.519,-1.8,606.3,0.5,2019/10/06,21:22:13
420.0,-999.25,757.35,757.35,30.18,5.988,0.2,985.7,0.5,2019/10/06,21:22:17
421.0,-999.25,779.40,779.40,29.90,5.988,0.1,1162.4,0.5,2019/10/06,21:22:21
422.0,-999.25,793.82,793.82,30.23,6.496,0.1,1180.0,0.5,2019/10/06,21:22:26
423.0,-999.25,798.88,798.88,30.18,6.270,0.0,1127.4,0.5,2019/10/06,21:22:31
424.0,-999.25,799.29,799.29,30.40,6.327,0.4,1137.2,0.5,2019/10/06,21:22:35
425.0,-999.25,799.59,799.59,30.20,6.892,0.4,1144.3,0.5,2019/10/06,21:22:40
426.0,-999.25,800.03,800.03,30.29,6.383,0.5,1236.5,0.5,2019/10/06,21:22:44
427.0,-999.25,800.18,800.18,30.32,7.965,1.0,1221.9,0.5,2019/10/06,21:22:48
428.0,-999.25,800.20,800.20,30.32,6.496,1.1,1317.8,0.5,2019/10/06,21:22:53
429.0,-999.25,799.91,799.91,30.40,6.157,0.7,1298.9,0.5,2019/10/06,21:22:58
430.0,-999.25,799.95,799.95,30.57,6.327,1.0,1243.0,0.5,2019/10/06,21:23:02
431.0,-999.25,799.57,799.57,30.26,7.174,1.6,1546.2,0.5,2019/10/06,21:23:07
432.0,-999.25,799.50,799.50,30.07,7.174,1.5,1434.8,0.5,2019/10/06,21:23:11
433.0,-999.25,799.36,799.36,30.04,8.530,2.5,1364.8,0.5,2019/10/06,21:23:16
434.0,-999.25,799.46,799.46,30.43,8.191,2.6,1731.9,0.5,2019/10/06,21:23:20
435.0,-999.25,800.10,800.10,30.54,7.852,2.3,1621.3,0.5,2019/10/06,21:23:25
436.0,-999.25,800.12,800.12,30.46,7.683,2.6,1904.3,0.5,2019/10/06,21:23:29
437.0,-999.25,800.03,800.03,30.54,7.061,1.8,1646.3,0.5,2019/10/06,21:23:34
438.0,-999.25,799.99,799.99,30.32,7.061,2.0,1649.9,0.5,2019/10/06,21:23:38
439.0,-999.25,799.60,799.60,30.09,7.174,2.0,1636.5,0.5,2019/10/06,21:23:43
440.0,-999.25,799.43,799.43,30.57,8.078,1.4,1567.8,0.5,2019/10/06,21:23:47
441.0,-999.25,799.42,799.42,30.37,6.214,1.6,1475.0,0.5,2019/10/06,21:23:52
442.0,-999.25,799.64,799.64,30.37,6.327,1.3,1055.0,0.5,2019/10/06,21:23:56
443.0,-999.25,799.65,799.65,30.71,6.722,1.3,1386.0,0.5,2019/10/06,21:24:01
444.0,-999.25,800.15,800.15,30.29,5.649,1.3,1470.2,0.5,2019/10/06,21:24:05
445.0,-999.25,800.08,800.08,30.26,6.327,1.6,1446.3,0.5,2019/10/06,21:24:10
446.0,-999.25,799.81,799.81,30.18,6.101,1.3,1373.6,0.5,2019/10/06,21:24:14
447.0,-999.25,799.72,799.72,30.20,7.570,3.2,1911.5,0.5,2019/10/06,21:24:19
448.0,-999.25,799.54,799.54,30.54,7.174,2.5,1724.3,0.5,2019/10/06,21:24:23
449.0,-999.25,800.01,800.01,30.23,7.626,2.4,1725.4,0.5,2019/10/06,21:24:28
450.0,-999.25,800.01,800.01,30.29,7.683,2.4,1750.6,0.5,2019/10/06,21:24:32
451.0,-999.25,800.27,800.27,30.32,7.344,2.1,1670.7,0.5,2019/10/06,21:24:37
452.0,-999.25,800.19,800.19,30.12,7.909,1.9,1661.2,0.5,2019/10/06,21:24:41
453.0,-999.25,799.92,799.92,30.51,7.796,2.3,1703.7,0.5,2019/10/06,21:24:46
454.0,-999.25,799.54,799.54,30.20,7.909,2.5,1759.2,0.5,2019/10/06,21:24:50
455.0,-999.25,799.50,799.50,30.20,7.570,2.9,1694.2,0.5,2019/10/06,21:24:55
456.0,-999.25,799.92,799.92,30.20,7.909,2.8,1740.4,0.5,2019/10/06,21:24:59
457.0,-999.25,799.80,799.80,30.40,7.513,2.7,1759.6,0.5,2019/10/06,21:25:04
458.0,-999.25,800.06,800.06,30.26,8.473,3.0,1808.0,0.5,2019/10/06,21:25:08
459.0,-999.25,799.87,799.87,30.37,7.344,3.2,1923.0,0.5,2019/10/06,21:25:13
460.0,-999.25,799.43,799.43,30.37,7.231,2.1,1472.9,0.5,2019/10/06,21:25:17
461.0,-999.25,799.22,799.22,30.43,8.248,4.6,2054.4,0.5,2019/10/06,21:25:22
462.0,-999.25,797.80,797.80,30.34,8.643,4.9,2054.4,0.5,2019/10/06,21:25:27
463.0,-999.25,789.32,789.32,30.29,10.846,5.7,2571.1,0.5,2019/10/06,21:25:37
464.0,-999.25,673.70,673.70,30.15,9.038,4.9,2223.3,0.5,2019/10/06,21:25:42
465.0,-999.25,555.01,555.01,30.40,7.965,4.5,2011.2,0.5,2019/10/06,21:25:47
466.0,-999.25,545.39,545.39,30.68,7.118,3.0,1778.5,0.5,2019/10/06,21:25:51
467.0,-999.25,641.40,641.40,30.01,6.383,0.9,1334.1,0.5,2019/10/06,21:25:56
468.0,-999.25,731.10,731.10,30.18,6.666,1.1,1013.3,0.5,2019/10/06,21:26:00
469.0,-999.25,783.72,783.72,30.32,8.417,4.3,2224.3,0.5,2019/10/06,21:26:05
470.0,-999.25,796.08,796.08,30.29,6.779,1.9,1342.2,0.5,2019/10/06,21:26:09
471.0,-999.25,797.16,797.16,30.40,6.666,1.9,1612.2,0.5,2019/10/06,21:26:14
472.0,-999.25,797.21,797.21,30.32,6.609,1.5,1497.8,0.5,2019/10/06,21:26:18
473.0,-999.25,798.35,798.35,30.20,7.287,2.0,1748.4,0.5,2019/10/06,21:26:23
474.0,-999.25,799.60,799.60,30.23,6.270,1.6,1537.8,0.5,2019/10/06,21:26:27
475.0,-999.25,800.79,800.79,30.40,5.931,1.3,1362.0,0.5,2019/10/06,21:26:32
476.0,-999.25,800.86,800.86,30.29,7.287,1.5,1470.9,0.5,2019/10/06,21:26:36
477.0,-999.25,800.90,800.90,30.40,8.248,3.3,1603.8,0.5,2019/10/06,21:26:41
478.0,-999.25,43.83,43.83,30.37,3.220,1.2,233.7,0.5,2019/10/06,21:33:22
479.0,-999.25,148.69,148.69,30.57,3.672,1.4,193.8,0.5,2019/10/06,21:33:47
480.0,-999.25,148.71,148.71,30.54,3.446,1.4,149.7,0.5,2019/10/06,21:34:11
481.0,-999.25,158.75,158.75,30.43,5.931,2.5,259.2,0.5,2019/10/06,21:34:28
482.0,-999.25,237.13,237.13,30.32,5.423,3.0,766.4,0.5,2019/10/06,21:34:36
483.0,-999.25,372.62,372.62,30.26,5.649,2.8,612.4,0.5,2019/10/06,21:34:43
484.0,-999.25,470.44,470.44,30.40,4.293,2.7,539.2,0.5,2019/10/06,21:34:50
485.0,-999.25,504.95,504.95,30.26,5.705,4.3,946.2,0.5,2019/10/06,21:34:56
486.0,-999.25,537.39,537.39,30.40,5.875,3.8,945.5,0.5,2019/10/06,21:35:01
487.0,-999.25,592.37,592.37,30.34,4.971,2.6,575.3,0.5,2019/10/06,21:35:06
488.0,-999.25,651.26,651.26,30.07,4.237,2.5,405.7,0.5,2019/10/06,21:35:11
489.0,-999.25,688.19,688.19,30.40,5.367,3.2,781.2,0.5,2019/10/06,21:35:16
490.0,-999.25,700.39,700.39,30.32,4.689,2.6,510.6,0.5,2019/10/06,21:35:21
491.0,-999.25,700.45,700.45,30.09,4.689,3.6,730.0,0.5,2019/10/06,21:35:26
492.0,-999.25,699.84,699.84,30.15,5.988,3.9,966.7,0.5,2019/10/06,21:35:32
493.0,-999.25,699.98,699.98,30.32,4.858,3.6,808.5,0.5,2019/10/06,21:35:37
494.0,-999.25,699.95,699.95,30.34,6.553,4.8,1194.4,0.5,2019/10/06,21:35:42
495.0,-999.25,700.20,700.20,30.43,5.536,4.1,867.4,0.5,2019/10/06,21:35:47
496.0,-999.25,700.11,700.11,30.34,6.157,4.1,934.1,0.5,2019/10/06,21:35:52
497.0,-999.25,700.27,700.27,30.60,6.383,3.7,885.5,0.5,2019/10/06,21:35:57
498.0,-999.25,700.24,700.24,30.29,6.835,4.0,970.5,0.5,2019/10/06,21:36:03
499.0,-999.25,700.54,700.54,30.29,6.327,4.5,1057.6,0.5,2019/10/06,21:36:07
500.0,-999.25,706.15,706.15,30.43,7.400,5.8,1352.0,0.5,2019/10/06,21:36:12
501.0,-999.25,724.96,724.96,30.20,6.101,5.3,1253.2,0.5,2019/10/06,21:36:16
502.0,-999.25,757.00,757.00,40.45,9.151,8.1,1339.5,0.5,2019/10/06,21:36:21
503.0,-999.25,787.30,787.30,40.39,7.287,5.5,1885.9,0.5,2019/10/06,21:36:25
504.0,-999.25,806.43,806.43,40.23,7.174,5.5,1268.1,0.5,2019/10/06,21:36:30
505.0,-999.25,814.99,814.99,40.45,7.118,5.8,1379.6,0.5,2019/10/06,21:36:34
506.0,-999.25,822.51,822.51,40.51,7.909,6.0,1393.2,0.5,2019/10/06,21:36:38
507.0,-999.25,829.35,829.35,40.34,9.264,7.2,1797.0,0.5,2019/10/06,21:36:42
508.0,-999.25,830.25,830.25,40.42,8.925,6.6,1797.0,0.5,2019/10/06,21:36:47
509.0,-999.25,829.24,829.24,40.37,8.586,6.5,1718.9,0.5,2019/10/06,21:36:51
510.0,-999.25,825.02,825.02,40.20,8.586,6.3,1672.5,0.5,2019/10/06,21:36:55
511.0,-999.25,817.87,817.87,40.23,7.344,6.2,1500.8,0.5,2019/10/06,21:37:00
512.0,-999.25,823.62,823.62,40.28,7.570,6.0,1507.8,0.5,2019/10/06,21:37:04
513.0,-999.25,835.81,835.81,40.20,7.400,5.7,1401.9,0.5,2019/10/06,21:37:08
514.0,-999.25,843.93,843.93,40.39,6.779,6.2,1411.1,0.5,2019/10/06,21:37:13
515.0,-999.25,848.56,848.56,40.31,7.344,4.9,1411.1,0.5,2019/10/06,21:37:17
516.0,-999.25,849.30,849.30,40.06,7.061,5.5,1344.6,0.5,2019/10/06,21:37:21
517.0,-999.25,849.47,849.47,40.25,7.231,5.6,1458.2,0.5,2019/10/06,21:37:25
518.0,-999.25,849.33,849.33,40.31,7.061,4.8,1225.6,0.5,2019/10/06,21:37:30
519.0,-999.25,849.67,849.67,40.03,7.683,5.6,1172.2,0.5,2019/10/06,21:37:34
520.0,-999.25,849.82,849.82,40.42,8.530,6.2,1593.0,0.5,2019/10/06,21:37:38
521.0,-999.25,848.91,848.91,40.45,8.361,6.1,1704.1,0.5,2019/10/06,21:37:42
522.0,-999.25,846.46,846.46,40.51,8.304,6.8,1792.2,0.5,2019/10/06,21:37:47
523.0,-999.25,841.88,841.88,40.37,8.248,6.5,1831.4,0.5,2019/10/06,21:37:51
524.0,-999.25,835.32,835.32,40.81,8.078,6.0,1639.2,0.5,2019/10/06,21:37:55
525.0,-999.25,832.17,832.17,40.42,8.982,6.8,1523.9,0.5,2019/10/06,21:38:00
526.0,-999.25,828.74,828.74,40.34,8.643,7.1,1799.5,0.5,2019/10/06,21:38:04
527.0,-999.25,827.56,827.56,40.51,7.683,6.1,1677.8,0.5,2019/10/06,21:38:09
528.0,-999.25,825.96,825.96,40.39,6.101,4.7,1172.2,0.5,2019/10/06,21:38:13
529.0,-999.25,827.79,827.79,40.23,6.383,4.5,1157.4,0.5,2019/10/06,21:38:17
530.0,-999.25,835.07,835.07,40.39,5.593,4.7,1089.0,0.5,2019/10/06,21:38:21
531.0,-999.25,842.89,842.89,40.39,5.988,4.8,1241.4,0.5,2019/10/06,21:38:26
